title,link,description,cafename,cafeurl
미밴드 건강관련 위주로 사용 할건데요!!,http://cafe.naver.com/xst/560005,혹시 미밴드 그간 쓰셨던 분들중에 유용하게 사용하는 기능이 있을까요?? 하루 몇시간 자는지 궁금해서 수면측정 기능 하나만 보고 사긴 했습니다만.ㅋㅋㅋㅋ 아참 그리고 pai? 라고 있는 아이콘의 용도는 무엇인가요??,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
애플워치 수면앱 관련 문의,http://cafe.naver.com/appleiphone/6057285,수면앱 측정하려면 시계 차고 자야되나요? 설마 시계차고 자는 사람이 없는데 벗고 자도 측정이 되나요?,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
수면호흡측정 시스템 &quot;빗밴드&quot; 체험단 모집중이래요^^,http://cafe.naver.com/1msanbu/2618896,"수면호흡측정시스템 '빗밴드'는 수면 중 호흡상태를 측정해 핸드폰으로 관리할 수 있게 도와주는 제품이에요. 자는 동안 내 수면 습관 상태를 꼼꼼히 15초 간격으로 체크해주니 기상 후 코골이, 무호흡, 몸뒤척임 상태를... ","지후맘-임신, 출산, 육아정보, 체험단...",https://cafe.naver.com/1msanbu
애플워치 수면어플 어떤거 쓰시나요?,http://cafe.naver.com/appleiphone/5047604,애플워치 수면 측정 어플 다들 어떤거 쓰시나요~?,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
수면장애인분들 계신가요?,http://cafe.naver.com/yeongjongdolove/776961,잠을 푹 못자는것같아요~ ㅜㅜ 수면유도제를 먹어야하나 싶을정도에요 그리고 꿈도 너무많이꿔요 주변말 들어보니 꿈많이꾸는것도 깊게 못자는거라면서요?? 근데 전 어릴때부터 꿈을 엄청꿨는데말이죠...,영맘 : 영종 국제도시 엄마들의 모임 ...,https://cafe.naver.com/yeongjongdolove
수면기록 인증,http://cafe.naver.com/facebot/995657,활용이 늘어나면서 확실히 건강에 대한 관심도 늘어나네요. 카페 활동도 도움이 되구요. 처음으로 수면기록 측정도 해보았습니다. 보통 렘 수면 단계에서 꿈을 꾼다는데 기억은 없네요. 회원분들 모두 편안한 밤 보내세요~,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
미밴드6vs7,http://cafe.naver.com/xst/567271,"밴드를 처음구매해보려는데요 수면측정이랑 원격카메라 촬영(7은 갤럭시는 안된다고 알고 있는데 수면측정이 우선이라 더 좋다면 상관없습니다) ,(간혹 운동) 이기능 때문에 사려고 하는데 어떤게 더 나을까요? 잠잘때... ",샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
적당한 스마트워치 찾고 있습니다. gtr2e 생각중인데 어떤지 봐주세요.,http://cafe.naver.com/xst/555857,"aod,걸음측정,수면측정,전화알림,문자알림,시계,긴 배터리타임 필요합니다. gtr2e 생각중인데 적당할까요. 여자손목인데 좀 클까요. 손목둘레 15.5 미밴드6 사용하다가 아이한테 주고 gts2mini 샀는데 아이가 밴드... ",샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
심박수좀 봐주세요... 이거 측정 잘못된건가요??,http://cafe.naver.com/leeheartwell/73620,원래 50-80 왔다갔다 하고있어요 잘못 측정된거죠?? 수면이랑 산소포화도는 점선없이 잘 측정되었길래 여쭤봅니다.. 참고로 중증심부전으로 ef30% 약 복용중인 20대입니다! 어제부터 어지럽고 머리가 아프긴해서... ,심혈관정보커뮤니티(심혈관질환/협심증...,https://cafe.naver.com/leeheartwell
워치 수면시간 측정,http://cafe.naver.com/anycallusershow/2723679,에 두고 잣는데 자고일어나니까 1시부터 8시40분까지 수면시간 체크했다고 뜨더라구요?? 사용한적 없는데 수면시간 체크되서 조금 소름이였어요.. 심지어 실제로 잔 시간도 비슷.. 왜이럴까요? 자주질문 정리글 바로가기,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
낮잠잘때는 수면측정 가능한가요?,http://cafe.naver.com/finisherclub/61982,"수면셋팅시간은 10시30분~익일06시로 셋팅되어있는데, 예를 들어 점심 오후1시부터3시까지 낮잠을 자게된다면 낮잠수면측정은 수동으로 가능한가요? 사진에서보는거와같이 수면모드켜기눌르고자고, 일어나서... ",피니셔클럽,https://cafe.naver.com/finisherclub
샤오미미밴드로 수면측정할때요,http://cafe.naver.com/cosmania/32698872,폰이랑 샤오미미밴드랑 연동은 했는데 밤에 잘때 블루투스를 꺼놓고 자도 측정이 되나요? 아님 블루투스를 꼭 켜고 자면서 측정이 되나요??,카페 파우더룸 [ 화장품.뷰티.쇼핑.일...,https://cafe.naver.com/cosmania
미밴드5 수면표시 오류,http://cafe.naver.com/xst/490448,껐다켜봐도 안되고 아직 아예 연결해제를 해보지는 않았는데 연결해제 이외에 방법은 없을까요? 잘때 수면패턴 측정을 설정해놓았는데 어제밤에 측정은 잘되고 표시만 저렇게 나오는거 같네요..,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
기어핏2 수면측정 데이터 삭제 가능한가요?,http://cafe.naver.com/happy88car/105774,제가 그냥 안차고 침대에 두고 나갔더니 그게 수면으로 인식이 되어버렸네요^^;; 혹시 어느부분만 삭제 가능한가요?,[스사노]스마트워치 사용자 노리터[타...,https://cafe.naver.com/happy88car
"[치코] 테루모 귀 체온계, 간편한 1초 측정, 소리없는 '수면모드' 이젠 편안해요~^^",http://cafe.naver.com/imsanbu/10520751,조용한 측정. '수면 모드' 는 물론... 혹시라도 측정한 뒤 전원끄는것을 깜박해도 전원꺼짐기능이 있어서 걱정이 없네요...^^ 아이의 청결한 측정과 위생을 위해~!! 이렇게 프로브 커버도 잔뜩~~ ^^;;... 프로브 커버가 얇기... ,맘스홀릭 베이비 (300만 엄마들의 임신...,https://cafe.naver.com/imsanbu
갤워치액티브 수면측정,http://cafe.naver.com/facebot/87725,게시글 7개 채우기 어렵고 저는 잠을 잘 못자는거 같습니다.,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
안녕하세요. 아두이노 플로터 및 수면 측정 질문드려요.,http://cafe.naver.com/arduinostory/90768,질문내용 : 심박수 측정으로 해서 임베디드 보드로 올리려고 하는데요. 플로터를 사용해서 그래프를 캡쳐해서 임베디드에 올려야할지 측정된 값을 받아서 임베디드에 올려야할 지 모르겠어서 질문드립니다. 1. 플로터에 뜬... ,아두이노 스토리,https://cafe.naver.com/arduinostory
야식 먹고 측정한 혈당수치는 어떻게 이해하죠?,http://cafe.naver.com/ebekoji/59819,했어요 수면은 새벽5시가 되어 잠이들었고 11시에 일어나서 11시40분에 혈당측정을 했는데 106이 나옵니다 원래 높게 나올수밖에없는 수치인건지 아니면 내당능장애를 의심해야하는지 궁금하네요 그리고 이럴경우 공복... ,당뇨와 당질제한식,https://cafe.naver.com/ebekoji
평균 수면 시간이 어떻게 되시나요?,http://cafe.naver.com/ebook/612098,"권장 수면 시간에 대한 의견이 분분한데, 어느 정도 평균은 있겠지만 결국 개인마다 다른 것 같아요. 사실 제 시간에 자고 제 시간에 일어나는 일이 정말 너무 어려웠거든요. 그런데 최근 수면에 관한 논픽션을 읽고... ",디지털감성 e북카페,https://cafe.naver.com/ebook
원래 깊은수면이 이렇게 짧은가요?,http://cafe.naver.com/dieselmania/32493984,미밴드 처음써봐서 이틀됬는데 수면측정 신기하면서도 충격이네요... 제가 문젠건가요? 아니면 원래 이런가요?,●디젤매니아● 대한민국 일등 패션 커...,https://cafe.naver.com/dieselmania
수면 기록 폰에서보기 앱을 열 수없습니다?,http://cafe.naver.com/anycallusershow/3814654,제목에는 간략한 질문내용 표시 사용기종 : 워치4 질문내용 : (구체적으로): 수면측정해보려고 차고잤습니다. 워치에 수면시간기록이 되어있는데 폰에서 보기를 누르면 폰에서 앱을 열 수 없다고 떠요ㅜㅜ 폰 삼성헬스앱... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
미밴드는 낮에 자는 건 측정을 안 하네요,http://cafe.naver.com/xst/61481,아침 7시에 자서 12시에 일어났는데 측정이 안 되어있네요이런 경우가 여러 번 있는 걸 봐선 주간 수면은 측정을 안 하나봐요 저 같이 밤낮이 뒤바뀐 사람에겐 아쉽네요 ㅠㅠ수면 측정의 정확도는 꽤 상당하던데...... ,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
코마트레이드구입 미밴드2수면오류,http://cafe.naver.com/xst/109525,손목흔들면 시계나오게 하는거 설정해놔서 자는동안 움직여서 그런건지.. 기기교환해야하는건지 알려주세요~ (수면측정 잘되게 체크해놓는건 해놨어요) 이곳에 내용을 작성하거나 사진을 첨부하시기 바랍니다,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
배터리 얼마나 가세요?,http://cafe.naver.com/facebot/1076620,"잠들기 전에 완충 후 착용. 수면측정 하고 다음날 일반적인 사용. 44mm 모델은 다음날 저녁에도 60%정도는 남아있는데, 클래식은 30%정도 또는 그 이하로 떨어져요. 클래식이 뭔가 일을 더 많이 하는걸까요?^^;",갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
미밴드5 수면설정이 오래앉음과 충돌 되는것 같아요.,http://cafe.naver.com/xst/461926,"수면 측정이 잘 안되길래 일주일 지나면 되겠지 하고 기다렸죠. 역시 안되더군요. 이 카페에서, 차던 손목 말고 다른쪽 손목에 차고 마구 흔들어 보고 자라고 해서 했더니 2~3일 되더군요. 그러다가 또 안되길래 계속... ",샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
스텝과 계단 측정 오류,http://cafe.naver.com/finisherclub/12080,간지나구 좋네요 ^^ 수면측정 너무 정확해서 깜짝놀랐어요 근데 스텝과 계단은 오류가 너무 많아요... 차로 이동할때 순식간에 +1000보 집안에서 +150보 그래서 하루 걷는시간 40분 미만인데 7000보 돌파 축하.... 엘베 거의... ,피니셔클럽,https://cafe.naver.com/finisherclub
GTS2E VS GTS3 둘 중에 뭘 살까요?,http://cafe.naver.com/xst/565634,"2년 정도 되니까 슬 바꿀때가 되서 알아보고 있는데요 사용범위는 시계, 알림, 수면측정 정도 쓰고 있습니다. 모델은 GT2E랑 GTS3 생각하고 있습니다. 조금 있으면 GTS4 나올것 같긴한데 혈압 측정 등 드라마틱한... ",샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
가끔씩 수면체크가 안되는데 이유가 뭘까요...,http://cafe.naver.com/anycallusershow/4175205,제목에는 간략한 질문내용 표시 사용기종 : 워치4 질문내용 : (구체적으로): 가끔씩 수면체크가 안되어있는데 이유를 모르겠어요.. 전날까지 잘 썻는데 자고 일어나보면 체크가 안되어 있습니다... 뭐가 문제일까요,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
워치3 착용 후 렘수면 측정,http://cafe.naver.com/anycallusershow/3845579,워치3를 사용자입니다 잠깐 잠들었는데 수면측정이 되어버렸네요 자는동안 173칼로리 소모도 됐다네요 다이어트는 수면으로... ㅋㅋㅋㅋㅋ 렘수면이 움직인 기억이 없는데 그렇다고하니 놀랍습니다 워치 쓰시면 착용후... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
애플워치 필름,http://cafe.naver.com/appleiphone/7224248,근데 이거 수면 측정하려고 차고 자면 필름이 며칠에 한 번씩 들떠서 여러 개 들어있는 걸 사는데도 금방 다 써버리네요ㅜ 필름을 붙이면 수면 측정은 포기해야 하는 걸까요ㅠㅠ 안 떨어지는 필름 없을까요..?,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
워치 수면코골이 기능,http://cafe.naver.com/anycallusershow/3870103,오면은 요즘 잠을 깊게 못자는 것 같아서 수면체크 하려고하는데 같이 자는 남편이 코골이가 있거든요 그럼 그 코골이가 제껄로 인식되서 잘못측정되기도 하나요? 워치 착용하고 주무시는 부부님들.. 요 부분... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
생각보다 수면측정이 잘 안되네요,http://cafe.naver.com/anycallusershow/3846486,질문/추천 금지 X 밤에 잘때는 갤핏2랑 측정 비슷하게 하는데 낮잠같은경우 갤핏보다 못잡네요..,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
워치 vs 핏,http://cafe.naver.com/anycallusershow/4116450,딴건 다필요없고 수면이랑 운동측정만 필요해서 핏을하냐 워치를하냐 고민이네요 수면 운동만이면 핏해도 상관없을꺼같은데 그래도 워치가 더정확할꺼같고..흠,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
수면기록,http://cafe.naver.com/facebot/969313,사용기종 : 워치4 40mm 실버 질문내용(구체적으로) : 수면측정이 하루는 잘되고 하루는 2시간 40분 되고 되다말다 해요ㅠ.ㅠ 땀띠날정도로 꽉 채우기도 했는데... 생초보라 고견 감사하겠습니다 ㅜ.ㅜ,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
베이비타임에 꿈수는 수면에 포함시키나요?,http://cafe.naver.com/imsanbu/62274178,그렇게 수유하고 트림시키는데도 딥슬립중이라 트림도 잘안해서 20분정도 안고있다 눕히면 그대로 또 잘 자는데 수면시간과 수유시간은 명확히 나눠서 생각해야할까요? 보통 수면시간을 어떻게 측정?하시나요?,맘스홀릭 베이비 (300만 엄마들의 임신...,https://cafe.naver.com/imsanbu
오토슬립 낮잠은 어떻게 측정하나요?,http://cafe.naver.com/appleiphone/7112184,낮잠을 어디서 확인하는거죠? 따로 설정해줘야 하나요? 낮잠까지 측정한다길래 차고 잤는데 들어가면 어젯밤에 잔 것만 나오고 어디로 들어가야하는지도 모르겠고 설정에 들어가도 딱히 안보이고..,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
갤럭시워치5 사고 싶은데요 애플워치랑 고민중입니다,http://cafe.naver.com/dieselmania/39035760,"이번 갤럭시 워치5가 건강관리 쪽이 정확하고 많이 디테일 해졌다고 해서 (온도센서, 수면측정기능, 체성분&amp;혈압측정 등등 ) 살까 하는데 애플워치가 더 나은것 같기도 하고?! 어때요?",●디젤매니아● 대한민국 일등 패션 커...,https://cafe.naver.com/dieselmania
어메이즈핏 gts2 vs gts3,http://cafe.naver.com/xst/572197,"전화와 음악 저장 기능은 없어도 되고 시계, 심박수 상시 측정, 수면 체크, 알림, 기상 알람 정도만 주로 쓸 것 같은데 둘 중 뭐가 나을까요? gts2는 132000원, gts3는 166400원에 구매 가능합니다. 그리고 zepp os... ",샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
수면측정이~~,http://cafe.naver.com/awuf/5284,"애플와치3 ,수면측정이 되나요? 수영할때만 사용해서 다른 기능은 모르겠네요 ㅎㅎ",애플워치 유저 포럼 Apple Watch User...,https://cafe.naver.com/awuf
"걷기,수면 등 기본어플 폰이랑 연동 문제..",http://cafe.naver.com/facebot/830369,"사용기종 : 워치4 질문내용(구체적으로) : 걷기,활동시간,칼로리 측정되는 앱이나 수면시간 측정 앱을 자세히 보려고 '폰에서 보기' 누르면 이렇게 뜨는건 왜일까요? 그리고 회사에다른분은 별다른 앱설치안했다는데... ",갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
미밴드4 수면체크 원리가 뭘까요?,http://cafe.naver.com/xst/417440,어떤분들은 침대에 누워만 있어도 수면으로 체크되는 경우가 있다고들 하던데. ..ㅜ저는 침대에 옆으로 누워서 패드로 영상 보곤 하는데 가만히 안 움직이면 그것도 수면으로 집계되려나 싶네요 그치만 그건 좀... ,샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
09/15 수면 기록,http://cafe.naver.com/facebot/754624,워치로 수면 측정한지 약 일주일차입니다! 측정했던 나날들 중에 오늘 제일 점수가 높게 나왔네요ㅎㅎ 평소에는 꿈내용이 싱숭생숭하거나 짜증나는 그런 것들이였는데 기분 좋은 꿈을 꿨던게 다 이유가 있었나봅니다,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
수면기록,http://cafe.naver.com/facebot/789021,수면 측정해봤습니다.,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치8 손목온도 측정 잘 되네요,http://cafe.naver.com/appleiphone/7539703,건강 앱 - 손목온도 - 모든 데이터 보기 누르니까 어제 자면서 측정된 손목 온도 확인할 수 있었습니다. 수면 모드 상태에서 차고 자면 알아서 잘 측정 되네요~,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
피닉스6X수면기능,http://cafe.naver.com/finisherclub/45791,피닉스6X 시리즈는 수면측정시 심박측정을 켜놔야 수면측정이 되는지요,피니셔클럽,https://cafe.naver.com/finisherclub
애플워치가 있다면 수면측정을 꼭 해야하는 이유,http://cafe.naver.com/ubwpsjs2/24798,워치os 9에 추가된 수면측정 기능 생긴지는 약 한 달 밖에 되지 않음 삼성을 포함한 다른 제조사들에 비해 한참 늦게 출시되었지만 외계인을 갈아 넣은 건지 시계로 미친 정확도를 보여줌 삼성이 수면 측정 한참 전에... ,울산큰고래 박성주 공식카페,https://cafe.naver.com/ubwpsjs2
"어메이즈핏 미밴드, Mi피트의 깊은 수면시간 측정",http://cafe.naver.com/xst/289078,"Mi피트에 수면 데이타를 보여주는 부분이 있는데요, 깊은 수면시간이 Mi피트가 제공하는 통계에 비해 턱없이 적어서 제 수면에 문제가 있는건지 확인하고 싶어요. 깊은 수면시간이 어제는 11분이었네요. 아주 길어야... ",샤오미스토리 - 가성비 유저 커뮤니티,https://cafe.naver.com/xst
제가 가민시계 심박기능및수면패턴 시계를 차고 잤는데요 6시간 기록동안 1시간은 깊은수면 나머지5시간은,http://cafe.naver.com/tripworldwater/15985,얕은수면잔다고ㅜ기록 되어 있어요 이거 생각보다 너무 심하네요 5년동안 정신과약 안먹고 약국에 파는 수면유도제로만 먹고 자요 이거ㅜ먹어도 숙면 못하네요 ㅠ 얕은수면도 수면이라는데 힘드네요 일하고 10키로... ,불면증/수면장애/우울증/수면제/숙면/...,https://cafe.naver.com/tripworldwater
배터리 남은수면 측정방법,http://cafe.naver.com/eletricmotors/67107,1년정도 사용했는대요 배터리 수명이 얼마 남은지 수치로 알수 있는 방법이 있을까요? 전에 어디서 글을 본듯 한대 전압측정기? 머 그런걸 인터넷에서 저렴히 판다고 본것 같은대 맞는지요? 고수님의 조언을 부탁드립니다.,전달사 -전기자전거로 달리는 사람들,https://cafe.naver.com/eletricmotors
워치액티브2 수면분석,http://cafe.naver.com/anycallusershow/3578885,제목에는 간략한 질문내용 표시 사용기종 : 갤럭시워치 액티브2 질문내용 : (구체적으로): 어제 워치 소프트웨어 업데이트 이후부터 사진처럼 뜨연서 수면측정은되는데 수면기록을 가져오지 못했다고 뜨면서 안되네요ㅠㅠ... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
워치4와 핏2 둘다 사용해보신분 계신가요?,http://cafe.naver.com/anycallusershow/4027847,워치4 잘 사용중인데 저녁에 잘때 코골이등 수면 패턴 측정하려고 차기엔 불편해서 핏2를 잘때랑 운동할때 사용하려고 구입할까 하는데 수면 측정등 운동기능은 워치4랑 동일한가요? 아니면 빠진게 있을까요?,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
워치4 어제부터 갑자기 심박수 측정이 안되는데 왜그럴까요?,http://cafe.naver.com/anycallusershow/3880855,제목에는 간략한 질문내용 표시 사용기종 : 갤럭시워치4 질문내용 : (구체적으로): 어제부터 심박수 측정도 안돼고 수면측정도 하는데 자꾸 인식을 못한다고 뜨네요 위 처럼 계속 뜨고 안되는데 왜이럴까요? ㅠㅠ 손목에 딱... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
공복측정 후 수면 후 다시측정,http://cafe.naver.com/dangsamo/1003979,"공복혈당을 체크했더니 99, 체크하고 바로 다시 자서 11시에 일어나자마자 다시 체크 했더니 101, 분명 공복 시간은 늘어났는데 혈당도 오히려 늘어났네요. 수면으로 늘어난 공복시간은 일반적인 공복과는 또 다른건가요?",당뇨와건강(당뇨환우회/당뇨관리/당건...,https://cafe.naver.com/dangsamo
수면측정 안되신다는분 계셔서 차고 자봤어요,http://cafe.naver.com/anycallusershow/2784261,저는 잘 되는거 같아요,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
12/31일 수면 측정,http://cafe.naver.com/facebot/946724,올해 마지막 날인데 깊은 잠이 제로네요 -_-,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
수면 점수가 계속 40점대이네요 ㅠㅠ,http://cafe.naver.com/facebot/831662,평소 잘 잔다고 생각했는데 수면의 질이 형편없네요ㅜㅜ 여러분은 어떠신지요?,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
차지2수면측정,http://cafe.naver.com/fitbituser/6330,차지2를 착용하고 자는데도 데이터 없음으로 측정되네요?? 아직 안되는건가요??,Fitbit 핏비트 유저 커뮤니티,https://cafe.naver.com/fitbituser
오우..필로우 수면 측정 어플 구독형으로 바꼈네요?,http://cafe.naver.com/appleiphone/6214723,저는 옛날에 구매해서 몇 천원 안 주고 쭉 쓸 수 있네요 구매해 두길 잘 한 것 같아요 구독형은 뭔가 아깝네요 ㅠ..,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
수면측정 제대로 작동하는 걸까요?,http://cafe.naver.com/facebot/157237,호기심에 꾸준히 사용은 해보는데..... 제대로 작동하는게 맞을까요?,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치로 수면측정하시는 분들 깊은수면 어느정도 나오시나요?,http://cafe.naver.com/dieselmania/36393232,저는 2-3시간은 평균 나오는것같아요 4시간 나올때도 있고요..죽었다 깨어난줄 술마신 다음날은 확실히 밤새 심장박동수도 높고 잠도 푹 못자는 것 같아요 사진은 깊은수면 기준 시간입니다,●디젤매니아● 대한민국 일등 패션 커...,https://cafe.naver.com/dieselmania
"혈압, 수면코골이 잘되나요?",http://cafe.naver.com/facebot/1083307,"사용기종 : 워치4 클랙식 질문내용(구체적으로) : 구매사유가 혈압, 수면코골이 측정인데 잘되나요? 막상 사용하려니 잘안되네요.",갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
갤럭시워치5 프로 lte 색상 혜택가격,http://cafe.naver.com/kdkserver/1858,갤럭시워치5 프로 색상 최저가링크 당신이 잠든 사이에도 갤럭시워치5 프로 색상 정확해진 수면측정 기능으로 수면 상태를 체크해볼 수가 있어요 갤럭시워치5 프로 lte 한걸음한걸음 기록이 가능해요 갤럭시워치5... ,마인크래프트 KDK SERVER,https://cafe.naver.com/kdkserver
폰말고 애플워치만 수면모드로 설정 할 수 있나요?,http://cafe.naver.com/appleiphone/7143068,수면측정하려고 애플워치를 차고 자는데 움직일때마다 화면 불도 켜지고 알람도 오더라고요 그래서 어제 수면집중모드라는걸 알게돼서 켜고 잤는데요 아침에 일어나보니 폰도 수면집중모드더라고요 전 폰은 설정한적이... ,아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
베뉴 2/2s 역대급 업뎃 나왔어요,http://cafe.naver.com/finisherclub/52058,화면켜지는 거 서서히 밝아지던 거 바로 켜짐. ☆수면측정 기능 향상☆ 업뎃한 사람한테 물어봤더니 Oura ring이라고 90퍼정도 일치하는 수면 측정 도구랑 거의 비슷하게 나온다하네요. UI 향상,피니셔클럽,https://cafe.naver.com/finisherclub
수면측정해봤는데,http://cafe.naver.com/facebot/884765,"어쩐지 요새 잔거같지가 않더라니, .",갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
워치 배터리 기록,http://cafe.naver.com/anycallusershow/3944875,수면측정 및 알람 실행하고 아침 배터리 용량 흠.. 수면측정도 많이 소모하네요? 무료로 수면측정 기록이 되는건 갤럭시 위치에 장점입니다^^ 정확도 도 나름 정확하네요 모처럼 덜피곤하다 생각했는데 수면 점수도... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
워치4 클래식46mm 많이 무겁나요?,http://cafe.naver.com/facebot/984811,사드리려는데 눈이 안좋으시니 큰거 46mm 로 사려는데 너무 무거울까요? 체구는 보통체격이시구요 수면무호흡측정좀해드리게 해보고싶은데 잘때 차고자기 넘 무겁고 불편하실까요?ㅜㅜ 46mm 차고 수면측정 어때요?,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
갤럭시핏2 수면 상세정보 질문,http://cafe.naver.com/anycallusershow/3643706,수면측정되는게 신기해서 날마다 차고 자는 편인데요. 그제까진 수면점수라 해서 주기를 몇번 돌았는지 회복량 이런것들이 퍼센트로 나왔었는데 어제부턴 그런 분석이 안보이고 효율로 나오네요. 다른 분들은... ,삼성스마트폰-Z플립4/갤폴드4/갤럭시S...,https://cafe.naver.com/anycallusershow
애플워치에 졸때 진동(햅틱)울리게 하는 앱이나 방법 아시는분 계신가요?,http://cafe.naver.com/appleiphone/7186014,"애플워치를 차고 자면 수면 측정기능이 있는데 호흡, 심장박동 등으로 수면을 측정하는 것처럼 졸려고 할 때 진동이 오는 기능이 있으면 좋을거 같은데 혹시 앱이나 설정 방법을 알고 있으신분 계신가요?",아사모 -[아이폰14 / Plus / Pro / Ma...,https://cafe.naver.com/appleiphone
기면증 증상 정확히 확인하려면?&lt;서울수면센터&gt;,http://cafe.naver.com/nyjqt/942,"&lt;수면다원검사: 8시간 이상의 수면을 취하는 동안 환자의 혈액 내 산소포화도, 뇌파, 안구운동, 자세, 근육의 긴장도, 심전도, 호흡, 수면 중 이상행동 등을 측정하는 검사&gt; 수면다원검사는 밤에 시작해서 다음날 아침까지... ",서울스페셜수면의원▒/수면장애/불면증...,https://cafe.naver.com/nyjqt
새로 구입하신 분들 배터리 걱정 많죠?,http://cafe.naver.com/facebot/948781,"1/9 LTE자동연결, 와이파이자동연결, AOD끔, 심박 등 자동측정 끔, 운동감지ON(주로 걷기), 수면측정, 운동기록(평균 90분), 혈압/심전도/수분섭취/산소포화도/스트레스/심박 수동측정(수시) - 주로 자기 전에 독서하면서... ",갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
"아기(3개월~6개월된 아기)와 엄마 수면패턴 분석, 상담 해보고 싶으신분 계실까요?",http://cafe.naver.com/jookjeonmom/1200049,같아요 수면측정기기는 손목시계정도 크기의 기계를 착용하고 측정하는 연구이고 연구원 방문과 설문지 배부는 일절 비대면으로 이루어져서 코로나 시국에도 안전할거라 하세요^^ 현재 연구에 참여하시고 계신... ,죽전 마북 보정 엄마들의 카페,https://cafe.naver.com/jookjeonmom
폰 어플로 수면주기 측정해봤는데,http://cafe.naver.com/jagakmong/67852,사진 속의 저 빨간색은 뭘 나타내는 걸까요? 어제 측정할 땐 없었는데.. 랄까 오늘 잠을 잘 못잤나봐욬ㅋㅋㅋ 얕은 수면이 왜이리 많아..!,루시드 드림 배움터 (자각몽/명상/마음...,https://cafe.naver.com/jagakmong
수면측정 해봤는데 재밌네요,http://cafe.naver.com/facebot/786977,코골이 소리 듣고 아침에 웃겼어요 ㅠ ㅋㅋㅋㅋㅋ,갤럭시워치 커뮤니티 [갤럭시워치5 / ...,https://cafe.naver.com/facebot
