title,isEdited,userName,review,rating,date,developerResponse
정말 대단해요,False,시간타노스,"항상 타노스마냥 시간의 절반을 폰질에 사용했는데
이 어플 사용 후 정말 생산성있게 지내고 있습니다.
고마워용",5,2019-05-06 05:43:06,
너무좋아용~!,False,유딤딤딤,폰을 너무 많이 봐서 이 앱을 깔게 되었는데 확실히 효과있네요!! 아기자기 나무 키우는 것두 재밌고...! 추천합니당,5,2019-04-22 01:06:03,
좋네요!!,False,hayleykim798,새로운 나무를 키우는 재미도 있고 나무를 죽이면 무언가 죄책감이 들고 마음이 아프기 때문에... 핸드폰을 안 만지고 집중하게 되네요! 좋아요,5,2019-04-20 11:05:10,
덕분에 산업안전기사 합격했습니다,False,재재형형,공부할때 폰만지면서 딴짓많이해서 집중력 많이 흐려졌는데 이거깔고 공부 딱하니깐 보람차고 좋네요 !! ㅎㅎ,5,2019-04-18 13:06:50,
최고,False,330011,"진짜 유료 어플 산 것 중에 제일 잘 쓰는 중
폰 잠금 앱 여러 번 깔아봤는데 다들 잘 안 맞거나 내가 원하는 형태가 아니라서 금방 지웠었는데
이거는 꾸준히 잘 쓰는 중",5,2019-04-17 15:46:20,
너무 좋아요,False,SAY0602,"유료인데 산 게 후회없어요
물론 그냥 진짜 완전 순공부만 측정하는 앱들도 좋지만 저는 게임같은게 괜히 진짜 동기부여가 되네요 ㅋㅋ",5,2018-04-14 05:02:09,
언어 설정(Language),False,정샨,"정말 잘 쓰고 있습니다!! 
그런데 언어가 중국어로 나오네요...
설정에 가도 언어를 어떻게 바꾸는지 모르겠어요ㅠㅠ 어떻게 바꿀수있나요 ㅠㅠㅠㅠ
This application is very useful for study. BUT my language is Chinese.... May I ask u how to change language in English?",5,2018-03-03 06:44:47,"{'id': 2741075, 'body': 'Hello, the language of the app depends on the language of your phone. We hope this helps! Forest', 'modified': '2018-03-05T06:50:56Z'}"
휴대폰 멀리하기에 좋은 앱,False,HaeBoong,해야하는 업무나 공부 상 전자기기를 완전히 배제하기힘든 사람도 가끔 전자기기를 멀리하고 집중하고 싶을 때 쓰면 좋음,5,2022-03-12 23:34:20,
허용앱,False,하트뽑호어피치❤️,열품타처럼 전화같은 어플을 사용할 수 있었으면 좋겠어요! 허용앱을 한 번 사용할 때마다 시간 제한도 있으면 좋을 것 같아요!-!,5,2021-06-14 13:35:53,
좋아요,False,민캉님,너무 잘 사용하고 있어요🥳 근데 아이패드에서도 허용앱 설정이 가능했으면 좋겠어요 ㅠㅠ,5,2021-05-30 05:09:58,
굿,False,ddgiyuus,귀여운 나무도 많고 공부할 맛 나네용...ㅎㅎ 열심히 집중하고 싶어집니다. 확실히 유료 앱인지라 기능이 탄탄하네요,5,2021-05-19 08:30:03,
초집중모드가 안돼요ㅠㅠ,False,밀로키,버튼을 아무리 눌러도 설정이 안되네요 그럼 소용이 없는데 어떡하죠,5,2021-03-27 07:16:20,
다좋은데,False,용잉영,다 좋은데 12시 되면 초기화되는 게 좀 아쉬워요ㅠㅠ 하루의 시작을 6시부터 설정할 수 있었으면 좋겠네요,4,2021-04-19 16:22:55,
"이거 하세요,,",False,나는야 나무,"나는 핸드폰에 방해받지 않고 일을 할 수 있고
이 앱에서는 나무를 심고 (실제로도
취지도 좋고 그냥 다 좋아요ㅠㅠㅠㅠㅠ",5,2020-11-27 01:10:26,
코인이 안 들어와요,False,스타서연반짝,좋아요.. 다 좋은데 오늘 하루종일 코인이 하나도 안 들어왔어요 ㅠㅠ 4시간 50분 하고 성과도 냈는데 오늘 코인 적립 0원.. 빨리 모아서 예쁜 나무 사고 싶은데 속상하네요..,3,2021-01-14 15:01:59,"{'id': 20452450, 'body': 'Hi, sorry for the inconvenience. Please try syncing the app manually in the settings and see if it works. If not, please contact us via our in-app feedback system for us to assist you further. Please provide details (for example, screenshots or videos) of the problem if you can.\nTo visit our in-app feedback system, please go to Settings, enter our FAQ, tap on the top-right icon and go to ""contact us"". Thank you. - Forest', 'modified': '2021-01-17T12:42:18Z'}"
진짜 대박이에요!,False,쥔♥,시간 관리 어플로 너무 좋아요... 예쁘고 편리하고... 진작에 알았으면 더 좋았을 것 같아요... ㅠㅠㅜㅜㅜㅜ,5,2020-05-31 04:47:14,
이게 뭐라고,False,둘쎄,폰을 굉장히 무의식중에 자주 붙잡았었는데 안잡아야겠다고 생각을 하게 되니 효과가 있는 것 같아요.,5,2020-03-25 09:59:26,
실용성의 부재,False,axdfv12,앱의 시도는 좋으나 초집중 모드를 사용하지 않으면 없는 앱이나 다름없고 초집중 모드를 사용하면 공부나 연습(예체능)중 전화나 필요한 사전이나 앱 등을 사용하지 못하는 것이 아쉽습니다. 나무가 자라는 중에도 이용 가능한 앱을 설정할 수 있다면 더 좋은 앱이 될 것 같네요.,3,2020-05-05 16:41:16,
건의사항,False,부탁드립니다 부탁,다 좋은데 몇몇의 사람들을 위해 정한 타이머 시간만큼 핸드폰을 아예 잠금 할 수 있는 기능이 생겼으면 좋겠습니다.,4,2020-04-05 18:20:48,
폰중독자들 추천,False,봄경제,폰중독자들은 추천해용 스톱워치로 자극받아서 안보게 되는 효과가 있네요 아이폰은 사용가능어플을 선정 못해서 그거는 아쉬워요ㅜㅜ,5,2020-03-03 10:41:07,
괜찮은 어플입니다.,False,Casel_KR,"다만 아이패드 사용 시 가로회전이 지원되지 않네요. 지원 부탁드려요.
Please support the horizontal mode.",4,2020-03-10 09:12:11,
집중잘 못하는 산만한 제가 벌써45분이나 집중을하다니...,False,큐깜고,...공부할때마다 이어플 유용해요ㅎㅎ,5,2020-02-28 02:14:18,
너무 좋고 유익한 어플입니다.,False,현ㅇ우,유료지만 돈이 아깝지 않습니다. 나무 심는게 중독이 돼서 더 이쁜 나무 사려고 열심히 공부하게 되는 어플!,5,2019-11-30 13:04:41,
굿굿,False,히밥,타이머 기능과 동시에 휴식시간 측정까지 할 수 있어서 유용함. 지금은 실제 나무심기에 도움을 줄 순 없어서 아쉬움이 크지만 얼른 합격해서 내가 심고싶다!,4,2020-02-26 09:26:40,
좋아요,False,아아아아아아응,폰을 안 만지고 뭔가 집중하는 건 자신의 의지지만...뜻대로 안되니까 그게. 포레스트 도움 좀 받으며 집중해보려 노력 중입니다,5,2019-10-07 07:50:17,
괜찮은 앱입니다,False,강냉이조심,"고등학생이라 인강듣는 데 약간 타이밍이 안 맞을 땐 별로지만 그 외에는 확실히 휴대폰을 안 할 수 있고, 나무가 많아지면 그 재미도 쏠쏠해서 좋아요:)",3,2019-10-18 23:28:05,
정말 유용하게 잘 사용하고있어요.,False,마쿠오,"물론 사용해야한다는 생각 자체가 잘 안들어서 그렇지.
일단 사용할때 만족감은 아주 좋아요:)",5,2019-06-03 02:25:25,
좋은데 아쉬워요,False,찡ㅇㅇㅇㅇ이,좋아요!!근데 그냥 폰 잠금한 시간동안에 맞춰서 나무 선택할 수 있었으면 좋겠어요 ㅠㅠ급하게 써야 할 때 나무죽는거 너무 슬프네요..,4,2019-07-15 02:29:20,
아기자기하고 핸드폰 잠그는데에 효과적이네요,False,슥,포인트 모아서 어플내 나무 사기에 집중하다가 요즘은 코인 모아서 진짜 나무 심기 할려고 더 열심히 하고 있어요~,5,2019-05-23 07:49:03,
유료앱이라 조금은 고민했지만 잘 쓰고 있습니다,False,Javelfh,"무엇보다 핸드폰을 열면
""핸드폰을 내려놓으세요""라는 문구에 흠칫 하네요",5,2019-04-30 16:17:06,
핸드폰 쓰는 양은 줄었는데 작업을 안하네.,False,룰고양이,"이건 내 문제라 누구한테 말도 못함.

핸드폰을 안하니까 작업을 하긴 하려고 하는데 멍때리는 시간이 더 긴 것 같다.

앱은 정말 좋음",5,2019-04-24 06:33:51,
추천!!,False,kbc1611,제가 가히 추천드리고싶은 앱입니다. 제가 후기같은거도 잘안하는데 이건 꼭쓰고 싶도록 만드네요. 고민하신다면 구매해보시는거도 좋을꺼같네요.,5,2019-02-10 04:43:17,
개발자분께 감사합니다^_^,False,13geum,유용해요 정말! 더 많은 나무들이 있었으면 좋겠어요‼️,5,2021-08-01 10:36:19,
좋아요👍🏼,False,큐라양,디자인도 이쁘고 숲을 가꾸어 나갈수 있는게 너무 좋아요! 근데 한번 정도는 쉴수 있게 해주면 좋을것 같애요.. 급한 메세지 같은 경우에 바로 보내야되는데 포기해야되는게 뭔가 아쉬워요ㅠㅠ ㅋㅋ,4,2019-02-08 11:04:35,
집중하기 위해,False,ohhansol91,"공부하려면 폰부터 없애려고 했는데 마지막 발악하려고 구매하는 어플입니다
일단 잘 써볼게요😂",5,2021-06-08 01:12:00,
좋긴한데,False,좆비고망해라,"전체보기 누르면 소리가 너무 커서 놀라요 ㅠㅠ
이어폰 키고 있다가 그거 눌렀더니 소리가 너무 커서 기절할뻔;;",5,2021-04-04 05:07:41,
내가 지금까지 썼던 것 중에 제일 죠음,False,망고 킹왕짱먄,"나무 모으는 재미도 있고
멈추면 나무 죽어서 안 멈추는 경우도 있고
일단 나무 모아야해서 더 하는 경향도 있음
쭇야용",5,2020-11-27 02:47:47,
다 좋은데,False,Seonjuu,제 친구는 이 앱에서 광고를 보는 기능으로 죽은 나무를 없애고 코인을 2배로 받는데 제 폰에 이상이 있는 건지 저는 광고 보는게 안뜹니다 저는 아이폰이고 친구는 갤럭시라서 그런건가요?,4,2021-01-05 13:35:31,
최대시간을 늘려주세요!ㅠㅠ,False,yeun14,다 좋은데 두시간은 너무 짧은거같아요 24시간까지 맘대로 설정할수는 없나요?ㅠ,5,2020-10-17 11:21:06,
좋아요,False,포레스트굿,정말좋은데 한가지 아쉬운게있다면 공부타이머켜놨을때 그날 총합공부시간을 볼수가없어서 아쉬운거같아요 ㅠㅠ,5,2020-09-23 13:10:04,
Good,False,ram곰팅,너무 좋아요 ~ 집중 할 수 있도록 도와 주는 앱이에요. 나무가 자라서 그런지 엄청 열심히 집중 할 수 있게 되는 것 같아요,5,2020-04-26 11:11:48,
생각보다 도움이 되네요,False,jdncbdne,별거 아니라고 생각했는데 포레스트 키면 열정을 가지고 포레스트에 셋 해놓은 시간 만큼은 열심히 시간을 보냅니다,5,2020-03-08 06:57:02,
폰 사용량이 줄었어요!,False,sssj_.,"카테고리 분야가 여가, 공부 이런식으로 있는데 어떻게 활용하나요? 공부 시간 측정하면서 나무 심고 싶어요!",5,2020-03-03 13:12:16,
공부의욕이 더 나요!,False,모몽묭,나무 키우기 위해서라도 인강에 더 집중하게 되네요!ㅎㅎㅎㅎ이걸로 시험 합격했음 좋겠습니다 화이팅,5,2020-02-07 02:00:12,
공부할때 휴대폰을 덜봐서 좋아요!,False,배달그만먹자,휴대폰 보고싶어서 집중을 못했는데 나무를 지키려고 휴대폰을 안 보게 되네요! 휴대폰으로부터 탈출을 도와주는 고마운 앱이에요! ^^,5,2019-11-30 12:49:37,
귀여워요,False,ㅓㅓ,폰 쓰는 시간도 줄여주고 일단 나무들이 귀여움 새로운 종류의 나무들이 지속적으로 업데이트 되었으면 좋겠습니다,5,2019-11-07 07:51:17,
아이패드 가로모드 지원해주세요!,False,hwihwiii,"정말 잘쓰고 있습니다
다만 아이패드는 가로로 거치해 놓는 경우가 대부분인데 가로모드 지원이 안되는 모양입니다ㅠㅠ 이것만 개선되면 너무 좋을 것 같아요",4,2019-11-19 03:45:44,
인생어플,False,이별명도쓰고있니,공부와 관련된 어플 유명한건 다 써봤는데 강제로 폰잠기게 하고 그런 것보다 이게 훨씬 더 효과적이고 좋아요!,5,2019-06-27 06:30:15,
확실히 집중 잘되네요,False,으으넴,"어플 디자인도 깔끔하고 음악소리도 나오고
포인트를 모으면 새 나무를 열 수 있으니까 열심히 하게 됩니다",5,2019-06-17 07:01:50,
유료이지만 전혀 돈이 아깝지 않아요,False,lcfense,한번 사두면 계속 사용할수 있고 휴대폰을 덜 만지게되어 공부에 집중도 잘 됩니다!,5,2019-05-16 01:46:39,
너무 만족해요,False,엠플래그,스마트폰 생기고 스마트폰에 뺏기는 시간이 많았는데 조절할 수 있어서 너무너무 만족해요 2500원보다 더한 가치를 합니다.,5,2019-05-06 06:30:44,
폰 잠그기 좋아요!,False,yeonieeee,나무심는게 재밌어요 돈 모아서 진짜나무 심으면 뿌듯하기도 하고 ㅎㅎ 공부하는데 폰 많이 만져서 어플 쓰고있는데 확실히 폰 덜 만집니당 나무 안 죽게 하려고 안건드려요 ㅋㅋㅋ,5,2019-04-22 11:10:28,
좋아요,False,7xuxix,기능이며 다 좋고 유료결제 후회없이 잘쓰고 있는 어플이에요. 다만 새로운 나무도 자주 업데이트 해주셨으면 좋겠어요.,5,2019-04-21 05:56:55,
좋아요,False,별명111111,"나무 죽이지 않기 위해서 의식적으로 핸드폰 안 보니까 습관도 되고 공부에 더 집중할 수 있어요
나무 종류도 다양하고 아기자기해요",5,2019-04-15 22:57:53,
좋아요!,False,123456jio,시험이라 공부해야되고... 그런데 핸드폰 중독이라... 근데 나무 안죽이려고 핸드폰 안쓰게 되네요!! 나중에 숲 키운거 볼 때 뿌듯하기도 하구요 추천해용,5,2019-04-15 01:40:42,
오류,False,gintto,잘쓰고있는 앱인데 이번주부터 Week탭에서 그래프 누르면 요일별 시간 뜨는 거 시간 표기가 제대로 안되네요,5,2018-08-14 12:55:12,"{'id': 4667028, 'body': 'Hello,\n\nThanks for reporting this issue. \nWe will investigate this problem further. \n\nIf you have any questions, feel free to contact us via our in-app feedback system. :) - Forest', 'modified': '2018-08-15T09:24:04Z'}"
애플워치 연동오류,False,이잉cbr,ios15.6 x / 애플워치3 연동이 안됩니다ㅜㅜ 애플워치 화면 에서도 앱 실행시키면 자동으로 튕김 현상이 있네요.,5,2022-07-28 05:17:06,"{'id': 31251858, 'body': 'Hi, sorry for the inconvenience. The Apple Watch bug has been fixed in the latest version (4.59.2). Please kindly update your Forest app and see if the complication on your watch can work normally. Thank you :)', 'modified': '2022-08-03T08:53:05Z'}"
너무 좋아요,False,나무이동..,"숲을 꾸미는 맛이 쏠쏠합니다
그런데 나무를 이동할 수 있게 만들어줬으면 좋겠어요 ㅠㅠㅠㅠ",5,2022-02-23 06:07:27,
솔직히 이거 깔아도 안할 사람은 안하지만..,False,별명별명별령ㅇ,앱 잘만들었습니다..!! 시험기간마다 와서 해욥!!,5,2021-03-27 08:08:53,
초과시간 집계가 안됩니다,True,유퐁,"어쩔땐 되고 아쩔땐 안되고 이제서야 확인했는데 김이 쭉 새네요,,,이렇게 시간이 얼마나 누락됐나해서 아이폰 유저입니다 오류 수정 바랍니다

하라는데로 문의했는데
그대로 없어지네요; 뭐하자는건지 모르겠네요
다시는 사용할 일 없을거같습니다",1,2021-11-07 07:27:57,"{'id': 25956320, 'body': 'Hi, sorry for the inconvenience. Please contact us via our in-app feedback system for us to assist you further. Please provide details (for example, screenshots or videos) of the problem if you can.\nTo visit our in-app feedback system, please go to Settings, enter our FAQ, tap on the top-right icon and go to ""contact us"". Thank you. - Forest', 'modified': '2021-11-07T07:27:57Z'}"
Customer service and feedback is too slow,False,스파르타13,"슬립타운 유저입니다. 너무 답장이 없어 여기서 메시지 남깁니다.
대체 왜 메일과 메시지를 안보시는지요?
요청 사항 보냈는데 아직도 답장을 안해주네요.",2,2021-04-07 22:21:34,
가로모드,False,뿡징,"공시생으로 공부 시간 분배용으로 잘 사용하고 있습니다!
아이패드로 사용중인데 가로모드가 가능해진다면 더 효울적일 거 같습니다ㅠㅠ",5,2021-01-11 08:35:48,
홀리데이테마,False,석이야 덕분에 게임 거른다^^,눈내리는 홀리데이테마 너무 예쁜데 12월 지나면 끝나는건가요ㅠㅠ? 홀리데이버전 나무들 너무 예쁜데 계속 유지할 수 있게 해주세요ㅠㅠ 제바류우우😘,5,2020-12-30 00:31:44,
집중력 고자에게 최고에요,False,첸사랑해,나무가 죽으면 괜히 죄책감 생기고 얼마나 집중했는지가 눈으로 보이니까 더 열심히하는 것 같아요!,5,2020-12-25 10:59:39,
집중하기 좋아요,False,gomsom,휴식시간 정할 수 있어서 좋습니다. 나무 시들지 않기 위해 스스로를 조금 더 통제할 수 있음.,5,2020-10-16 09:51:59,
허용 앱이 오류 떠요,False,영영영영영영영가,좋은 리뷰보고 다운 받아서 사용하려하는데 초집중모드비활성화응 해야 앱허용리스트가 가능하다고하네여 그치만 초집중모드는 계속 사용되지 않았어요 왜 오류가뜰까요,3,2020-11-17 19:01:00,"{'id': 19261926, 'body': 'Hi, please contact us via our in-app feedback system for us to assist you further. Please provide details (for example, screenshots or videos) of the problem if you can.\nTo visit our in-app feedback system, please go to Settings, enter our FAQ, tap on the top-right icon and go to ""contact us"". Thank you and sorry for the inconvenience. - Forest', 'modified': '2020-11-21T16:47:22Z'}"
예뻐용,False,치힌티,"공부할때 쓰기 좋아요
근데 나무 심는 땅도 예쁜거 추가해주셨으면좋겠어요ㅠㅠㅠ코인으로 살 수 있게요!",5,2020-06-24 16:51:18,
화이트리스트,False,drhnkor,화이트모드하려는데 초집중모드를 비활성화 하라고 했는데 초집중모드 키지도 않았는데 자꾸 그래요 ㅠㅠ 어떻게 해야 할까요?아이폰이라 그런건가요?,4,2020-04-27 02:20:21,
알람설정,False,김하은탱탱구리,너무 너무 좋고 잘 쓰고 있는데 나무 심기 시작을 알람 처럼 설정해두고 폰 하다가 그 알람시간이 되면 잠기게 하는 기능도 생겼으면 좋겠어요 !!,5,2019-09-24 10:27:35,
좋아요,False,moongimm,폰중독에서 벗어나려고 한번 설치해봤는데 나무 시드는게 보고싶지 않아서 폰을 안만지게 되네요 도움이 됩니다!! 단지 앱을 선택해서 차단이 안되는 점이 조금 아쉬워요,4,2020-01-20 15:39:25,
좋은것 같아요!!,False,Surgeon0813,두시간까지 있긴 하지만 저는 집중력이 짧은지 오히려 30~50정도 맞춰놓고 끊어서 공부하는게 훨씬 도움되더라구요!,4,2019-12-21 05:46:46,
공부할 때 잘 쓰고 있어요,False,나무를키우자,귀여운 나무들 모으는 재미로 더 열심히 하게 되는 것 같아요 추천합니다,5,2019-07-25 02:22:08,
좋음,False,(ㅎ-ㅎ3),진짜 너무 좋음! 근데 시간이 좀 길었으면 좋겠다! 예를들어 8시간 동안 심을 수 있는 나무 같은게 나왔으면....💗💗 너무 좋아요! 짱!,5,2019-05-17 02:02:00,
최고에요,False,난잘때나무심어,주변 사람들이랑 나무 함께 기르는 재미에 빠졌어요... 중독된 것 같아요 예쁜 나무 계속 업뎃해주세요 다 살거니깐...,5,2019-04-19 07:08:47,
시험기간에 최고!,False,Fxxk pair,시험기간에 공부하려는데 핸드폰 눈에 밟힐 때 켜두면 좋아요! 그 외에도 자려고 마음 먹은 시간에 이거 설정해두면 좀 덜 만지게 되는 거 같고... 마음에 듭니다 아깝지 않아요,5,2019-04-18 12:28:53,
좋아요 정말 좋은데,False,핼쨩,소망나무 같은 이벤트 나무들 유료로 살수있게 해주시면 안되나요...나무종류가 너무 적어요ㅠㅠ,5,2022-04-26 03:05:52,"{'id': 29443123, 'body': ""Thank you for your interest in the Wishing Tree! You'll receive a notification in the app when the tree is available to purchase in the Exclusive section of the Store. Also, don't forget to turn on push notifications for Forest to stay fully posted! Thank you so much for your support! :)"", 'modified': '2022-04-28T07:06:04Z'}"
좋아요,False,ksjabajz,진짜 집중잘하게 해줘요 은근 나무키우기 재밌어요 기본으로 들어있는 빗소리+새소리도 좋아요 꼭 켜놓고 해보세요,5,2021-09-03 06:17:33,
정원,False,호라네요,공부에 더 집중할수 있고 나무키우는거 무슨 정원가꾸기 게임같아서 더 재밌고 좋은 어플가타효ㅎ,5,2021-05-22 12:42:38,
강력 추천!,False,한강 속으로,"공부나 독서 등을 할 때 사용하면 능률이 올라서 너무 좋아요.
나무를 심는단 컨셉도 너무 예쁘구요!",5,2021-05-05 14:08:14,
좋아요,False,빨리고쳐주세요오오,확실히 핸드폰을 안 하게 돼요 근데 빨리 예쁘게 정원을 꾸미고 싶은데 나무들이 너무 비싸네요 ㅠ 열심히 폰 안 해야될 듯,4,2021-05-17 02:41:48,
좋아요!,False,enter-nick,구매한지 얼마 안 됐지만 잘 쓰고 있습니다. 열심히 공부해서  나무도 심어보고 싶어요!,5,2021-04-04 07:15:34,
유료결제 환불 부탁드립니다.,False,xoxexoxexoxe,어제 밤에 포레스트 이름으로 갑자기 8500원이 출금되었습니다. 환불 부탁드립니다.,5,2020-10-31 02:40:42,
몇일 사용해봤는데,False,똠방이,직관적이진 못한거 같지만 나무 키우고 모으는 재미(?)는 있는 것 같아요. 조금 더 사용해봐야 알것같습니다,4,2021-03-03 12:48:22,
친구 공부시간이 안나와요,False,개발자님 제발요 226,"다 좋은데 친구가 공부한 시간이 안뜨는 경우가 진짜 많아요 아무리 기다려도, 새로고침해도 0시간이에요 그래서 친구 끊었다가 다시 친구 신청해서 친구되면 또 시간 뜨더라구요? 그렇게 쓰다가 업데이트한 뒤로 또 다시 공부시간이 안떠요 또 친구 삭제했다가 다시 친구해도 이번엔 안 되더라고요? 제발 고쳐주세요",3,2020-12-16 02:15:09,"{'id': 19833435, 'body': 'Hi, sorry for the inconvenience. Please contact us via our in-app feedback system for us to assist you further. Please provide details (for example, screenshots or videos) of the problem if you can.\nTo visit our in-app feedback system, please go to Settings, enter our FAQ, tap on the top-right icon and go to ""contact us"". Thank you. - Forest', 'modified': '2020-12-17T14:56:29Z'}"
좋아요,False,0010388,오늘 처음 사용해봤는데 뭔가 더 힘도 나고 열심히 하게 되네요 더 꾸준히 사용해서 핸드폰 사용 시간 완전 줄여볼게요,5,2020-09-18 09:57:30,
상점 새로운 아이템,False,1707070_o,"나무 심는 땅도 상점에서 사서 바꿀 수 있게 하면 어떨까요~~??
코인모아서  새 나무 사는게 낙인데 거의 다 획득해가요 ,,, ㅎㅎ",5,2020-07-02 13:34:49,
강압적이지 않게 핸드폰사용시간을 줄일 수 있어요,False,$tranger$,"게임하는 기분으로 핸드폰 사용시간을 줄일 수 있어요
핸드폰 잠금 설정을 안하고도 초집중모드를 실행할수 있으면 좋겠습니다",4,2020-03-14 02:19:30,
좋지만 개선해주셨으면 좋겠습니다!,False,zkensidgwmsgxi,최대 120분인데 최대 180분에서 240분으로 연장해주셨으면 좋겠습니다! 나무가 다 자란 시간을 기억했다가 다시 설정해야해서 너무 번거롭습니다ㅠㅠ,4,2020-03-13 03:21:12,
굿굿,False,qgomsbuvkl,핸드폰에 빼앗겼던 시간을 재미있는 방법으로 찾을 수 있어요! 핸드폰을 켤때마다 화면에 보이는 문구들이 다시 핸드폰을 끄게 만드는 놀라운 효과가 있네요!,5,2020-03-10 08:50:13,
좋아요.,False,초등수준,"자꾸 리뷰쓰라고 떠서 한번 씁니다. 
코인은 쌓여가는데 마땅히 쓸데가 없네요. ㅡㅡ;;
나도 좋은일 하고 싶은데 말이야.",5,2019-04-12 21:17:58,
괜찮아요!,False,공부가좋아,"정말 핸드폰에 거의 빠져살아서 속는셈 치고 이 앱을 깔고 공부해봤는데 진짜 효과가 있는 것 같아요
앞으로도 잘 이용할 것 같네요",4,2020-02-27 07:25:01,
나무 이동,False,핑구가 뭄뭄,"나무가 너무 뒤죽박죽으로 심어져서 거슬려요 ,,
자유롭게 배치할 수 있으면 좋을 거 같습니다 ~!",5,2022-01-30 11:46:54,
음악 좀,False,아이러브커피 빠순이,"다 좋은데 나무에 비해 음악이 너무 적어요 
Asmr 위주로 잔잔한 소음 좀 많이 업뎃했으면 좋겠어요",5,2021-11-13 06:25:59,
왜 설치해놓고안썼는지 너무 후회됩니다,False,Wndudwndud,너무좋아요 나무죽이기싫어서 중간에 핸드폰못꺼요 ㅠㅠㅠㅠ집중잘되요,5,2021-06-17 08:17:41,
한도초과래요,False,ㅇㅇㅣㅣㅣㅇㅇㅇ,5그루 심으니까 한도초과래요. 지구를 위해서 더 나무 심고 싶으면 어떻게해요? 다른 계정 파서 또 심어요? 아니면 돈 더 낼 수 있어요??,5,2021-04-27 10:22:13,
새 나무,False,노정은,새로운 나무들도 얼른 심고 싶어요 ㅠㅠㅠ업뎃해주세요.!ㅠㅠ나무업뎃 이 좀 주기적으로자주 있었으면 좋겠어요😢😢그거빼고는 넘 유용합니다 감사합니다😍,4,2021-05-02 03:47:40,
생산적인 삶을 살기에 아주 좋아요,False,lsmeaning,재택하면서 엄청 시간관리 어려웠었는데 정말 좋습니다☺️,5,2021-04-13 04:15:21,
화이트리스트,False,519561,안드로이드엔 있는 화이트리스트가 왜 ios에는 없나요 ? 사전이나 강의 같은 거 볼 때 너무 불편하네요,5,2021-03-27 13:15:24,
UI도 이쁘고 최고임,False,짱구형님,스마트폰을 적게 쓸수있게 자연스레 유도한다는 점에서 별5개 드립니다,5,2021-02-13 12:02:48,
나무 좋아요!,False,water_person,중3 학생인데요 2500원이 전혀 아깝지 않았어요! 고민중이시라면 꼭 구매하시길...!,5,2021-02-07 10:08:59,
나무 살리고싶어서 자의로 집중하는게 좋네요,False,hyyyun,"딴짓할까 싶다가도 자라고 있는 나무 보다보면
말아야지 참는게 재밌음 ㅋㅋㅋ
앱 좋아요",5,2021-01-31 03:32:44,
특정시간에 잠궈주는 기능 만들어주세요,False,유니콘 달려,저처럼 의지 약한 사람들은 까먹고 폰 계속 하게 되서ㅠㅠㅠ,5,2021-01-20 12:32:08,
아주 만족스럽습니다!,False,나나니나난요,"자주 사용하는 것은 사용자의 몫이지만 
의도가 너무 좋아서 항상 간직하고 있는 어플입니다",5,2020-02-28 16:39:43,
시간을 미리 정하는게 불편해요,False,김운애,"시간을 미리 정하지않고 내가 연속으로 휴대폰을 보지않은시간만큼 잎이 피었으면 좋겠어요! 중간에 연락을 확인해야하는 비상상황이 종종 생기기도하고, 미리 시간을 정해놓으려니 답답해요.",4,2020-05-22 01:09:44,
뿌듯하게 집중하는 앱,False,ring_able,진짜 효과가 있을까 반신반의하면서 깔았는데 꽤 재밌어요 ㅋㅋㅋ나중엔 진짜 나무를 심을 수 있도록 포인트 열심히 모을게요!,5,2019-11-22 08:23:56,
유료어플중 최고,False,굿둑구거러걍,돈주고 살만합니다 나무도 어무 귀엽고 인터페이스도 깔끔해요 광고 없어서 거슬리지도 않구요. 타이머 어플 중 강추!!,5,2019-10-21 02:27:53,
귀여워요,False,dusiris,엄청 다양한 어플 사용해봤는데 기능도 심플하고 귀여워서 제일 손에 가요 나무나 풀사는데 코인이 좀 많이들긴하지만요ㅠ,5,2019-04-19 06:37:16,
오전 6시부터 시작하고 싶어요,False,수수추,12시 넘어서까지 공부하는데 다음 날로 넘어가버려서 불편합니다ㅜㅜ 시작 시간을 바꿀 수 있었으면 좋겠어요! 다른 건 너무 귀엽고 다 좋아요,4,2019-04-25 12:44:20,
도움 많이 되고 있어요,False,기아우승 기아우승,커피 한 잔 덜 먹는다는 생각으로 샀는데 아주 잘 쓰고 있습니다! 예쁜 나무들 자주자주 업데이트 부탁드려요😊,5,2019-04-17 08:44:22,
선물하려는데 잘못눌러서 결제 세번됨,False,Joyjoylol,선물하기 하는데 비밀번호 문제때문에 어플이 버벅대다가 보니까 돈이 세번 빠져나갔어요..한명한테밖에 선물 안했는데... 환불 부탁드립니다.,4,2019-04-18 15:36:55,
조아요,False,앙 조아요,나무 한그루 심으니까 아 열심히 꾸며봐여겟다라는 생각이 들어 꾸준히 할려고해요 돈이 아깝지 않게 열심히 하겠숨다^^,5,2022-09-25 11:54:58,
집중하기에 최고의 어플,False,재미있다 시간보내기 좋음,"유료앱이지만 돈이 아깝지 않음
핸드폰을 만지는 빈도수가 눈에띄게 줄음",5,2022-04-03 07:52:29,
아진 일회 사용이지만,False,MY8462my.,한 시간 해보았는데 오히려 제약 속에서의 진정한 자유를 느낍니다 ㅎㅎ,5,2021-09-29 16:46:17,
집중하며 금방 시간이 갑니다,False,kxperxse,사이클 몇 번만 돌리면 집중하며 금방 시간이 잘 갑니다. 성과도 가시적으로 보이니 욕심도 더 나고요! 너무 좋습니다!!,5,2021-04-17 09:51:25,
